Indicator_Name,Indicator_Code,Country_Name,Country_Code,Year,Values,Num_of_Countries,Num_of_Years,FirstYear,LastYear
Number of under-five deaths,SH.DTH.MORT,Australia,AUS,2005,1506,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Armenia,ARM,1988,6591,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Costa Rica,CRI,2000,995,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Portugal,PRT,1982,3718,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mozambique,MOZ,2013,87301,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,IDA & IBRD total,IBT,1999,10042551,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Uganda,UGA,2008,129523,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Bahamas, The",BHS,2003,83,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Arab World,ARB,2005,443237,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Canada,CAN,1983,3876,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2005,4274,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,South Asia,SAS,2008,2549267,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Pacific island small states,PSS,2012,1594,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mauritania,MRT,1984,10036,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Georgia,GEO,2014,706,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Antigua and Barbuda,ATG,2002,23,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Luxembourg,LUX,1991,40,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,New Zealand,NZL,2015,345,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,IDA only,IDX,1991,3730494,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Belgium,BEL,2009,573,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,High income,HIC,1999,101798,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Guatemala,GTM,1981,37755,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,South Asia,SAS,2014,1885423,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Romania,ROU,1974,18979,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Samoa,WSM,1990,169,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tanzania,TZA,2012,125677,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bhutan,BTN,1976,3637,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Upper middle income,UMC,2016,517785,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Euro area,EMU,1997,21839,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Burkina Faso,BFA,2002,92701,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1998,3296,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Spain,ESP,1965,22427,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Somalia,SOM,2007,84088,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lower middle income,LMC,1991,7265490,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Japan,JPN,2010,3533,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kyrgyz Republic,KGZ,1982,10508,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nepal,NPL,1975,128704,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cabo Verde,CPV,1982,1039,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ethiopia,ETH,1998,420756,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Togo,TGO,1963,19474,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ecuador,ECU,1963,33893,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2003,230,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Seychelles,SYC,1988,31,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Namibia,NAM,1982,4146,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Canada,CAN,1966,10942,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Indonesia,IDN,1996,283735,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Gabon,GAB,2004,3355,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Europe & Central Asia,ECS,1997,270939,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Latvia,LVA,2011,161,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Hungary,HUN,1983,3036,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Philippines,PHL,1979,133605,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Benin,BEN,2002,39903,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sudan,SDN,2003,104330,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2002,15,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Haiti,HTI,1969,43751,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,2016,136,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Suriname,SUR,2001,353,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Costa Rica,CRI,2006,748,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Azerbaijan,AZE,1990,19288,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Eritrea,ERI,1994,14820,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mali,MLI,1969,113846,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Peru,PER,2001,22133,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Congo, Dem. Rep.",COD,1999,330023,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Niger,NER,1995,134046,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Morocco,MAR,1969,128321,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Micronesia, Fed. Sts.",FSM,2016,82,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Dominican Republic,DOM,1985,14867,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Pacific island small states,PSS,2016,1462,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Swaziland,SWZ,1961,3353,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Netherlands,NLD,1993,1435,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ecuador,ECU,1977,28008,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Uruguay,URY,2011,507,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kiribati,KIR,1998,194,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Australia,AUS,1994,1876,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,IDA only,IDX,2001,3394820,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sao Tome and Principe,STP,1999,462,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Late-demographic dividend,LTE,1993,1736968,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kazakhstan,KAZ,2011,7240,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Comoros,COM,1978,2304,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tunisia,TUN,1971,34849,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,IDA only,IDX,2014,2269970,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Singapore,SGP,2014,133,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Turkey,TUR,2005,36343,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Suriname,SUR,2016,203,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Djibouti,DJI,2009,1690,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Trinidad and Tobago,TTO,1991,733,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Grenada,GRD,2006,29,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Suriname,SUR,1993,477,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,St. Kitts and Nevis,KNA,1985,41,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,East Asia & Pacific (IDA & IBRD countries),TEA,2011,642807,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zimbabwe,ZWE,1996,35882,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Rwanda,RWA,1994,88492,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Iceland,ISL,2001,16,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,St. Vincent and the Grenadines,VCT,2006,43,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cameroon,CMR,1997,98791,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Dominican Republic,DOM,1992,11820,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,New Zealand,NZL,1973,1188,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Honduras,HND,2010,4751,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,World,WLD,2013,6254425,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Central African Republic,CAF,1970,16626,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Malaysia,MYS,1978,14374,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Saudi Arabia,SAU,2016,8064,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Luxembourg,LUX,1968,121,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Libya,LBY,1969,14562,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Australia,AUS,1960,5600,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Austria,AUT,1995,604,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Gambia, The",GMB,1967,6290,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Romania,ROU,1987,12651,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Central Europe and the Baltics,CEB,1994,22654,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Guinea,GIN,1974,59398,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,East Asia & Pacific (IDA & IBRD countries),TEA,2003,987427,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,East Asia & Pacific (excluding high income),EAP,1997,1467349,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bangladesh,BGD,1971,668541,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Finland,FIN,1975,747,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sub-Saharan Africa (excluding high income),SSA,2013,3061315,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Indonesia,IDN,1971,718726,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Upper middle income,UMC,2008,771607,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Belarus,BLR,1987,2659,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nicaragua,NIC,1968,17880,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kyrgyz Republic,KGZ,2011,3925,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sub-Saharan Africa,SSF,2007,3582054,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Papua New Guinea,PNG,2012,13089,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Portugal,PRT,1992,1410,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Switzerland,CHE,1984,683,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Jamaica,JAM,2015,766,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1986,6625,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mali,MLI,2016,82400,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Central Europe and the Baltics,CEB,1999,14058,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mauritius,MUS,1982,737,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Israel,ISR,2002,831,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1982,8897,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bhutan,BTN,1994,1978,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United States,USA,1961,123588,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lao PDR,LAO,2002,17980,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Netherlands,NLD,1961,4948,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cote d'Ivoire,CIV,1969,62381,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,El Salvador,SLV,1995,7197,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Pakistan,PAK,2013,450028,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Burkina Faso,BFA,2000,92206,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Hungary,HUN,1965,5981,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Saudi Arabia,SAU,1980,40065,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Trinidad and Tobago,TTO,2016,348,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,IDA blend,IDB,1993,1784972,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Malawi,MWI,1997,88974,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Czech Republic,CZE,2008,404,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Eritrea,ERI,1979,19289,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Panama,PAN,2005,1659,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Micronesia, Fed. Sts.",FSM,2015,84,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Jordan,JOR,1993,4544,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Costa Rica,CRI,2001,926,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Italy,ITA,1980,11084,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,West Bank and Gaza,PSE,1996,3934,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Poland,POL,1973,17517,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ghana,GHA,1973,79848,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Least developed countries: UN classification,LDC,2015,2150250,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,South Sudan,SSD,2007,42651,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Burundi,BDI,1997,43750,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Congo, Dem. Rep.",COD,2006,327363,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bangladesh,BGD,1989,554995,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,St. Vincent and the Grenadines,VCT,1977,223,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Korea, Dem. People’s Rep.",PRK,2003,15346,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Turkmenistan,TKM,2016,7265,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zambia,ZMB,2004,58570,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lesotho,LSO,2001,6554,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tonga,TON,2006,48,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Gambia, The",GMB,1968,6313,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Brunei Darussalam,BRN,2006,72,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Oman,OMN,1978,6433,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Middle East & North Africa (excluding high income),MNA,1990,529008,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Luxembourg,LUX,1996,32,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bhutan,BTN,2009,684,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ecuador,ECU,1987,19258,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Burundi,BDI,1970,38343,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Turkey,TUR,1984,155731,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Qatar,QAT,1985,288,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Fiji,FJI,1983,828,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Central African Republic,CAF,1996,23230,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Low & middle income,LMY,1992,11945341,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Barbados,BRB,2004,56,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Timor-Leste,TLS,2012,2458,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kuwait,KWT,1973,2304,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cabo Verde,CPV,1977,1125,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Argentina,ARG,2012,9974,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Andorra,AND,2009,3,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,1989,7683,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kenya,KEN,1990,95107,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bangladesh,BGD,1994,438800,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Congo, Rep.",COG,1974,8048,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Azerbaijan,AZE,1987,19130,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Uzbekistan,UZB,1987,51979,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Euro area,EMU,2013,13008,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Brazil,BRA,1980,368182,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,San Marino,SMR,1999,2,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Panama,PAN,1965,3983,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Trinidad and Tobago,TTO,1968,1430,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Kingdom,GBR,2003,4368,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sri Lanka,LKA,1973,25939,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Cuba,CUB,1981,3172,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Australia,AUS,1964,5275,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mexico,MEX,1968,237872,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Slovenia,SVN,2009,70,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Chad,TCD,2003,77409,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lao PDR,LAO,2009,13532,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Papua New Guinea,PNG,1960,16270,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Gambia, The",GMB,1995,6561,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Palau,PLW,2000,9,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Vietnam,VNM,1972,126830,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nicaragua,NIC,1970,18114,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Portugal,PRT,2008,428,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Small states,SST,2011,46271,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Venezuela, RB",VEN,1982,20614,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mauritania,MRT,1960,10071,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United Arab Emirates,ARE,1977,966,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sri Lanka,LKA,2004,10450,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tajikistan,TJK,2006,12026,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Afghanistan,AFG,2012,93356,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Moldova,MDA,2009,777,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Libya,LBY,2006,2653,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Fiji,FJI,1986,726,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kenya,KEN,2002,117944,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Low & middle income,LMY,2013,6182557,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,India,IND,1979,4128786,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Japan,JPN,1986,10293,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Albania,ALB,1984,4330,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Zimbabwe,ZWE,2013,36264,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Czech Republic,CZE,1986,1877,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nigeria,NGA,1995,934556,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Monaco,MCO,2013,2,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Haiti,HTI,1996,31559,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Mauritius,MUS,1987,604,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Indonesia,IDN,2007,187657,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sudan,SDN,1974,79421,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Slovenia,SVN,2013,58,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Belize,BLZ,1989,272,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kyrgyz Republic,KGZ,1997,6589,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Tajikistan,TJK,1999,18918,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Costa Rica,CRI,1988,1505,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kenya,KEN,1961,76758,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,United States,USA,1965,105697,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Colombia,COL,2012,13453,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Somalia,SOM,1989,60548,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ukraine,UKR,2010,5684,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Thailand,THA,1961,162807,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Yemen, Rep.",YEM,2010,44952,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Paraguay,PRY,1975,7038,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Fiji,FJI,1964,1181,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Low income,LIC,1995,2669662,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Argentina,ARG,1991,20130,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Czech Republic,CZE,2002,453,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ireland,IRL,2009,307,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Luxembourg,LUX,2002,22,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sub-Saharan Africa,SSF,2009,3399939,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Turkey,TUR,2008,28923,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Latin America & the Caribbean (IDA & IBRD countries),TLA,1997,458074,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ghana,GHA,1967,73509,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Malawi,MWI,2006,60513,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Heavily indebted poor countries (HIPC),HPC,2001,2865816,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Bahrain,BHR,1995,254,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Costa Rica,CRI,1971,4296,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Morocco,MAR,2010,22819,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Rwanda,RWA,2016,14166,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Romania,ROU,1982,12758,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Chad,TCD,2001,75273,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Papua New Guinea,PNG,1994,13218,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Estonia,EST,1992,335,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Solomon Islands,SLB,1979,543,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kuwait,KWT,2007,599,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Portugal,PRT,1974,8475,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Syrian Arab Republic,SYR,2015,7738,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Fiji,FJI,1963,1226,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Congo, Rep.",COG,2002,14099,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Ghana,GHA,1990,69791,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Iran, Islamic Rep.",IRN,2002,37235,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,East Asia & Pacific (excluding high income),EAP,1996,1569876,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Lao PDR,LAO,2000,19928,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,IDA total,IDA,2003,4903457,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,"Egypt, Arab Rep.",EGY,2002,74863,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Haiti,HTI,1999,28496,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Greece,GRC,1997,846,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Nepal,NPL,1999,65912,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Morocco,MAR,2000,31904,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Latin America & Caribbean,LCN,2000,387414,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Other small states,OSS,2016,38103,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Gabon,GAB,2000,3397,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Middle East & North Africa,MEA,2000,331987,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sao Tome and Principe,STP,1987,427,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,IDA total,IDA,2000,5250794,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Sierra Leone,SLE,1975,42805,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Kiribati,KIR,2012,183,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Honduras,HND,2008,5302,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Comoros,COM,1981,2322,239,57,1960,2016
Number of under-five deaths,SH.DTH.MORT,Central Europe and the Baltics,CEB,1991,28103,239,57,1960,2016
